Title,Link,Description
사회적약자 맞춤 생태-지질교육 본격,http://www.jjn.co.kr/news/articleView.html?idxno=1004473,"진안과 무주 국가지질공원이 환경부와 국립공원공단이 주관하는 무료 지질교육 프로그램 '지오드림(Geo-Dream)... 한순옥 전북도 탄소중립정책과장은 &quot;지오드림 사업은 단순한 교육을 넘어, 국가지질공원의 사회적 책임과... "
[청년 생존 코드 '기후스펙'] 기후변화청년단체(GEYK) 김지윤 대표 &quot;청년...,https://www.ntoday.co.kr/news/articleView.html?idxno=115094,"이후 2025년 초 환경부가 '청년 첫차 전기차 보조금 정책'을 발표했다. 제안이 당장 반영되지 않더라도 나중에... 흔히 2050 탄소 중립을 이야기하지만, 사실상 2030년까지 현재 배출되는 온실가스의 절반을 감축하지 못하면... "
"전북자치도, '지오드림' 운영 선정 청소년 지질교육 강화",http://www.enewstoday.co.kr/news/articleView.html?idxno=2271142,진안·무주 국가지질공원이 환경부와 국립공원공단(국가지질공원사무국)이 주관하는 무료 지질교육... 전북자치도 한순옥 탄소중립정책과장은 &quot;지오드림 사업 선정을 통해 국가지질공원의 사회적 책임 이행과 지역사회... 
"&quot;시민과 함께 만드는 녹색도시&quot; 속초시, 탄소중립 실현 첫걸음",https://n.news.naver.com/mnews/article/079/0004019222?sid=102,수립된 기본 계획안은 속초시 탄소중립녹색성장위원회의 심의를 거쳐 환경부에 최종 제출된다. 시는 이를 통해 법정계획으로서의 절차적 정당성과 실효성을 확보하고 국가 및 지방정부 정책과의 정합성도 더욱... 
"한전, 국내 첫 LNG발전용 CO2 실증플랜트 준공…기보, 중기벤처 환경R&amp;D...",http://www.sisaon.co.kr/news/articleView.html?idxno=170630,기술로 탄소중립 달성에 필수적이다. 특히 제11차 전력수급기본계획으로 석탄화력발전의 LNG 전환이... 코엑스에서 환경분야 기술도입을 희망하는 중소벤처기업을 대상으로 '환경R&amp;D 기술이전-금융지원연계 기술사업화... 
"속초시, 탄소중립 녹색성장 기본계획 최종 보고회 개최",https://www.nspna.com/news/?mode=view&newsid=753038,수립된 기본 계획안은 탄소중립녹색성장위원회의 심의를 거쳐 환경부에 최종 제출된다. 시에서는 이를 통해 법정계획으로서의 절차적 정당성과 실효성을 확보하고 국가 및 지방정부 정책과의 정합성도 더욱 강화한다는... 
"에기평, '대한민국 창조경영 2025' 에너지 부문 환경부 장관상· 리더십...",http://www.ikld.kr/news/articleView.html?idxno=312491,2025'에서 환경부 장관상(에너지 부문)과 리더십 경영 부문상을 동시에 수상했다. 올해 17번째를 맞이하는... 글로벌 탄소중립을 선도하는 에너지 기술혁신 허브로 자리매김하기 위해 끊임없이 노력하겠다&quot;고 밝혔다.
"&quot;안성에 미칠 영향 우려&quot;… 민주당 안성시의원, LNG발전소 반대 국회 건...",https://www.newscj.com/news/articleView.html?idxno=3263634,점 ▲환경부 가이드라인(10㎞)을 무시하고 평가범위를 5㎞로 축소한 점 ▲인근 지역의 누적된... 이관실 의원은 &quot;탄소중립 시대에 역행하는 LNG발전소를 새로 짓겠다는 건 국가정책에도 맞지 않다&quot;며 국회의 제도적 대응을... 
"&quot;에기평, 에너지 R&amp;D 혁신체계 개선 성과 인정받았다&quot;",http://www.energydaily.co.kr/news/articleView.html?idxno=155621,공로로 환경부 장관상(에너지 부문)과 리더십 경영 부문상을 동시에 수상했다. 에기평은 국내 에너지 R&amp;D... 글로벌 탄소중립을 선도하는 에너지 기술혁신 허브로 자리매김하기 위해 끊임없이 노력하겠다&quot;고 밝혔다.
"녹색도시 속초, 탄소중립 실현 첫걸음 내딛다",http://www.bzeronews.com/news/articleView.html?idxno=709466,수립된 기본 계획안은 속초시 탄소중립녹색성장위원회의 심의를 거쳐 환경부에 최종 제출된다. 시에서는 이를 통해 법정계획으로서의 절차적 정당성과 실효성을 확보하고 국가 및 지방정부 정책과의 정합성도 더욱... 
"에기평, E 연구개발 혁신·지속가능 경영 앞장",http://amenews.kr/news/view.php?idx=61891,한국에너지기술평가원(이하 에기평)은 29일 개최된 ‘대한민국 창조경영 2025’ 에서 환경부 장관상(에너지... 글로벌 탄소중립을 선도하는 에너지 기술혁신 허브로 자리매김하기 위해 끊임없이 노력하겠다”고 전했다.
"“환경영향평가 재실시하라”… 민주당 안성시의회, 국회서 LNG발전소 건...",https://www.kgnews.co.kr/news/article.html?no=842811,"또한, 평가범위가 환경부 가이드라인인 10km가 아닌 5km로 축소 설정됐으며, 다수 주민기피시설이 집중된 안성... 이관실 의원도 “탄소중립을 외치는 정부가 오히려 LNG발전소를 새로 짓겠다는 건 정책의 자기모순”이라며... "
"속초시, 탄소중립 녹색성장 기본 계획안 수립 용역 최종 보고회 마쳐",https://n.news.naver.com/mnews/article/468/0001143780?sid=102,수립된 기본 계획안은 속초시 탄소중립녹색성장위원회의 심의를 거쳐 환경부에 최종 제출된다. 시에서는 이를 통해 법정계획으로서의 절차적 정당성과 실효성을 확보하고 국가 및 지방정부 정책과의 정합성도 더욱... 
중형 전기 트럭의 보조금 고민,https://n.news.naver.com/mnews/article/015/0005125567?sid=103,"보조금 미지급이 오히려 국산 중형 전기 트럭 보급의 발목을 잡고, 상용 트럭의 특수성을 고려하지 않은 보조금 정책이 국가의 탄소 배출을 늘린다는 불만의 목소리도 쏟아져 나온다. 환경부도 당혹스럽다. 탄소 중립을... "
"시민과 함께 만드는 녹색도시 속초, 탄소중립 실현 첫걸음",https://www.jeonmae.co.kr/news/articleView.html?idxno=1142833,"수립된 기본 계획안은 속초시 탄소중립녹색성장위원회의 심의를 거쳐 환경부에 최종 제출될 예정이며 법정계획으로서의 절차적 정당성과 실효성을 확보하고, 국가 및 지방정부 정책과의 정합성도 강화할 방침이다.... "
"안성시의회 민주당 의원들, 김주영 의원 만나 ‘LNG발전소 반대’ 건의...",https://www.nspna.com/news/?mode=view&newsid=752911,"용인 LNG발전소 환경영향평가서 초안 졸속, 재실시 요구 김주영 의원 “안성시 처지 이해, 환경부 행정처리... 되고 탄소중립이라는 정부정책에 대한 중대한 위반”이라며 “국회 차원에서 신규 LNG발전소 건립을 축소... "
안성시의회 민주당 의원들 김주영 의원 면담…LNG발전소 건립 반대입장...,https://www.newspim.com/news/view/20250429000609,"이관실 의원도 &quot;탄소중립 정책에 맞지 않는 신규 LNG발전소 건립 계획은 문제가 있다&quot;며 국회의 제도적 대책을 촉구했다. 이에 김주영 의원은 &quot;안성시의 입장을 이해하며, 환경부에 행정처리 검토를 지시하겠다&quot;고 답한... "
"여수시 전기차 보조금, COP33 외치며 뒷걸음질?",https://www.sentv.co.kr/article/view/sentv202504290087,"선언하며 탄소중립 선도 도시를 자처하고 있지만, 실제 시민이 체감할 수 있는 전기차 보조금 정책은 인근 순천시와 비교해도 현저히 부족하다는 지적이 커지고 있다. 29일 환경부와 각 지자체가 발표한 '전기자동차... "
"[위클리오늘] 시민과 함께 만드는 녹색도시 속초, 탄소중립 실현 첫걸음...",http://www.weeklytoday.com/news/articleView.html?idxno=693875,수립된 기본 계획안은 속초시 탄소중립녹색성장위원회의 심의를 거쳐 환경부에 최종 제출된다. 시에서는 이를 통해 법정계획으로서의 절차적 정당성과 실효성을 확보하고 국가 및 지방정부 정책과의 정합성도 더욱... 
"한국환경공단, 몽골과 글로벌 탄소중립과 기후위기 공동 대응나선다",http://www.kdpress.co.kr/news/articleView.html?idxno=137472,차광명 한국환경공단 경영기획이사는 &quot;글로벌 탄소중립과 기후위기 공동 대응을 위해 한국과 몽골 양국의 긴밀한 협력이 필요하다.&quot; 라고 강조했으며 &quot;이번 사업을 성공적으로 완수해 환경부 그린 ODA사업의... 
"김민석 나주시 미래전략산업국장 &quot;에너지신산업, 나주형 모델로 확장…...",https://www.electimes.com/news/articleView.html?idxno=354054,▶현재 주목하고 있는 에너지 정책과 그간의 성과는. &quot;나주시는 한국전력공사를 비롯한 전력 그룹 계열사의... 기념 탄소중립 실천에 기여한 공로로 환경부장관상을 수상했다. 이에 시민 참여형 캠페인을 진행해... 
【데일리 ESG정책 브리핑】산림복원을 통한 글로벌 생물다양성 이행 강...,http://www.impacton.net/news/articleView.html?idxno=14927,"이번 간담회에서는 60여 명에 이르는 주한대사들을 대상으로 우리나라의 탄소중립 정책, 국제개발 협력 현황 및 추진 전략 등을 소개하여 각국의 협력 방안을 논의했다. 또한 환경부는 이날 간담회에서 1997년... "
[4월29일 주요일정] 이재명 '대장동 배임·성남FC 뇌물' 공판,https://www.safetimes.co.kr/news/articleView.html?idxno=229197,"정부서울청사) ▲ 환경부, 국무회의(08:30 정부서울청사) ▲ 환경부, 예결위(10:00 국회) ▲ 환경부, 홍수... 14:00 탄소중립 모빌리티 센터 통합준공식(관창일반산업단지) ▲ 김관영 전북지사 11:00 도정현안... "
[오늘(29일)의 경제·산업 주요 일정·행사] '2025 한국원자력연차대회'...,http://www.popcornnews.net/news/articleView.html?idxno=78674,"ICC) △ 탄소중립 모빌리티센터 통합준공식 (14시, 보령 관창산단) △ 매헌 윤봉길 의사 상해 의거 제93주년 기념식 (10시, 예산 충의사) △ 충북 청주시 청년정책토론회 '청년 상상포럼' (14시, 청년카페... "
동력 잃은 '탄소중립' 핵심 그린리모델링···공공건축물 의무화법 시...,https://www.goodkyung.com/news/articleView.html?idxno=263007,지원 정책과 전문 전담 기관 설치 등이 필요하다는 목소리가 나온다. 더불어민주당 탄소중립위원회... 환경부에 따르면 건물부문 국가 온실가스 감축 목표 달성을 위해서는 매년 약 22만 동의 그린리모델링이 필요한... 
"환경부, 상시적 국제협력 구축 가속화 추진",https://www.dailyt.co.kr/newsView/dlt202504280015,"데일리 환경 이정윤(assh1010@dailyt.co.kr) 환경부(장관 김완섭)는 국제사회 환경 분야 논의에 곧바로 대응하고... 이번 간담회에서는 60여 명에 이르는 주한대사들을 대상으로 △우리나라의 탄소중립 정책, △국제개발 협력... "
"환경부, '주한 외교공관 기후‧환경 간담회' 개최",http://www.ikld.kr/news/articleView.html?idxno=312423,환경부는 국제사회 환경 분야 논의에 곧바로 대응하고 국제협력을 강화하기 위해 28일 롯데호텔(서울... 이번 간담회에서는 60여 명에 이르는 주한대사들을 대상으로 △우리나라의 탄소중립 정책 △국제개발 협력... 
"환경부, 주한 외교공관 기후·환경 간담회 개최",http://www.metroseoul.co.kr/article/20250428500512,간담회에서 환경부는 주한 대사들을 대상으로 국내 탄소중립·자원순환·물관리 정책 등을 소개했다. 또 오는 6월5일 제주에서 열리는 세계 환경의 날 행사 계획도 공유했다. 환경부는 이날 간담회를 통해 분절적으로... 
"&quot;환경 분야 국제협력 창구 통합&quot;…환경부, 주한 외교공관 간담회",https://www.asiatoday.co.kr/view.php?key=20250428010016749,나서며 환경 분야 상시적 국제협력 체계 구축을 위한 보폭을 넓히고 있다.환경부는 28일 서울 중구... 이번 간담회에서는 60여 명에 이르는 주한대사들을 대상으로 △우리나라의 탄소중립 정책 △국제개발 협력 현황 및... 
"환경부, 주한 외교공관·국제기구 초청해 기후·환경 간담회",https://n.news.naver.com/mnews/article/018/0006000290?sid=102,"마련해 환경 분야 국제협력 효율성을 높이는 데 방점을 뒀다. 간담회에서는 60여명에 이르는 주한대사들을 대상으로 우리나라의 탄소중립 정책, 국제개발 협력 현황 및 추진 전략 등을 소개해 각국의 협력 방안을... "
"환경부, 상시적 국제협력 구축 가속화 추진",https://m.skyedaily.com/news_view.html?ID=271324,김장운 기자 환경부는 국제사회 환경 분야 논의에 곧바로 대응하고 국제협력을 강화하기 위해 28일 서울... 이번 간담회에서는 60여 명에 이르는 주한대사들을 대상으로 △우리나라의 탄소중립 정책 △국제개발 협력 현황... 
"김완섭 환경장관, 60개국 주한대사 불러 &quot;6월5일 세계 환경의 날 동참&quot;",https://n.news.naver.com/mnews/article/029/0002951154?sid=101,"아울러, 환경부는 이날 간담회에서 한국의 탄소중립 정책과 국제개발 협력 현황 및 추진 전략을 소개하고, 각국 대사들과 협력 방안을 논의했다. 환경부 관계자는 &quot;자원 순환과 물관리 등 국가별 우선순위에 따라... "
"환경부, 주한 외교공관 기후·환경 간담회 개최",https://n.news.naver.com/mnews/article/009/0005483770?sid=101,"간담회에서는 60여명에 이르는 주한대사들을 대상으로 국내 탄소중립 정책과 국제개발 협력 현황 및 추진 전략을 소개했다. 또 자원순환, 물관리 등 국가별 환경정책의 우선순위에 따라 환경부가 각국 대사들에게 관련... "
"환경부, 국제협력 강화..주한 외교공관 상시 협의체 추진",https://www.kukinews.com/article/view/kuk202504280131,"환경부는 주한대사들을 대상으로 △한국의 탄소중립 정책 △국제개발 협력 현황 및 추진 전략 등을 소개핸다. 또 자원순환, 물관리 등 국가별 환경정책의 우선순위에 따라 환경부의 관련 정책 실·국장 및 산하기관장이... "
"환경부, 환경위기 대응 차원 국제협력 강화",https://news.mtn.co.kr/news-detail/2025042813411067027,김완섭 환경부 장관이 프랑스 파리 소재 국제기구를 방문해 협력체계를 구체화한 것도 같은 맥락이다. 이번 간담회에서는 60여명에 이르는 주한대사들을 대상으로 △우리나라의 탄소중립 정책 △국제개발 협력 현황... 
"환경부, 주한 외교공관 기후·환경 간담회 개최",https://n.news.naver.com/mnews/article/079/0004018449?sid=101,환경부는 국제사회 환경 분야 논의에 곧바로 대응하고 국제협력을 강화하기 위해 28일 서울 중구... 이번 간담회에서는 60여 명에 이르는 주한대사들을 대상으로 △우리나라의 탄소중립 정책 △국제개발 협력 현황... 
"환경부, '주한 외교공관 간담회' 개최…기후·환경 국제협력 강화",https://www.bizwork.co.kr/news/articleView.html?idxno=401119,"통해 환경분야 국제협력 창구(채널)를 통합하되, 지역별·국가별 상이한 여건에 따라 세부 양자 논의체를 마련해 국제협력 효율성을 높일 계획이다. 간담회에서는 주한 대사들을 대상으로 우리나라의 탄소중립 정책과... "
"환경부, 국제 협력망 구축 가속화 나선다",https://news.cpbc.co.kr/article/1163742?division=NAVER,"간담회에서는 한국의 탄소중립 정책, 국제개발 협력 현황과 추진 전략 등을 소개하고 각국의 협력 방안을 논의한다. 환경부는 그간 분절적으로 이뤄졌던 환경분야 국제협력 창구를 통합해, 지역‧국가별 여건에 맞게... "
"&quot;환경 분야 국제협력 강화&quot;… 정부, 주한 외교공관 기후·환경 간담회 개...",https://www.electimes.com/news/articleView.html?idxno=354077,"마련해 환경 분야 국제협력 효율성을 높일 계획&quot;이라고 설명했다. 이날 간담회에서는 국내 탄소중립 정책과 국제개발 협력 현황 및 추진 전략 등을 소개하고 각국의 협력 방안을 논의한다. 또한 자원순환, 물관리 등... "
"환경부, 64개국 외교관과 기후·환경 간담회 개최",https://www.todayenergy.kr/news/articleView.html?idxno=282486,"간담회에서는 △우리나라의 탄소중립 정책 △국제개발협력 전략 △자원순환 및 물관리 등 환경정책 우선순위를 주제로 발표와 논의가 이어졌으며, 환경부 실·국장 및 산하기관장들이 직접 설명에 나섰다.... "
&quot;철강 탈탄소없이는 탄소중립 없다...철강도 녹색전환해야&quot;,https://www.newstree.kr/newsView/ntr202504280012,탄소중립과 경쟁력 확보를 위해 다가올 새정부는 저탄소 철강 생산설비 비용의 30% 이상을 지원하는 정책... 현재 환경부의 저탄소 제품 인증은 3년간 탄소배출량을 3.3% 감축할 경우 인정되기 때문에 저탄소 철강 생산을... 
"김완섭 장관, 64개국 주한대사와 '기후환경 간담회'…'세계 환경의 날' ...",https://n.news.naver.com/mnews/article/030/0003307635?sid=101,"마련해 환경 분야 국제협력 효율성을 높일 계획이다. 이날 간담회에서는 △우리나라의 탄소중립 정책 △국제개발 협력 현황·추진 전략 등을 논의하고, 자원순환, 물관리 등 국가별 환경정책 우선순위에 따라 상세한... "
"환경부, 국제협력 강화 위해 범부처 협력망 체계화·확대",https://n.news.naver.com/mnews/article/016/0002463762?sid=102,"[환경부 제] 환경부는 국제사회 환경 분야 논의에 곧바로 대응하고 국제협력을 강화하기 위해 28일 서울... 간담회에서는 ▷국내 탄소중립 정책 ▷국제개발 협력 현황 및 추진 전략 등을 소개하고, 각국의 협력... "
"환경부, 국제 협력망 강화…상시 협의체 추진",https://www.mediapen.com/news/view/1010960,"환경부는 국제사회 환경 분야 논의에 곧바로 대응하고 국제협력을 강화하기 위해 28일 롯데호텔에서... 이번 간담회에서는 60여 명에 이르는 주한대사들을 대상으로 우리나라의 탄소중립 정책, 국제개발 협력 현황... "
"환경부, 주한 외교공관 기후·환경 간담회…정례 협의체 추진",https://n.news.naver.com/mnews/article/119/0002950292?sid=102,간담회에서는 60여 명에 이르는 주한대사들을 대상으로 ▲우리나라 탄소중립 정책 ▲국제개발 협력 현황 및 추진 전략 등을 소개해 각국 협력 방안을 논의했다. 환경부는 이번 간담회를 국가별 안건도 같이... 
64개국 주한대사 만난 환경장관…국제협력 창구 하나로 만든다,https://n.news.naver.com/mnews/article/277/0005585548?sid=102,"김 장관은 주한대사를 대상으로 한국 탄소중립 정책, 국제개발 협력 현황 및 추진전략을 소개했다. 환경부의 실·국장과 산하기관장도 직접 자원순환과 물관리 등 관련 정책을 소개했다. 환경부는 이번 간담회를 국가별... "
"환경부, 주한 외교공관·국제기구 초청해 기후·환경 간담회",https://n.news.naver.com/mnews/article/001/0015356247?sid=102,"환경부는 간담회에서 탄소중립 정책 등을 소개하는 한편 제주에서 열릴 세계 환경의 날(6월 5일) 기념행사 계획을 공유한다. 올해 세계 환경의 날 주제는 '플라스틱 오염 종식', 슬로건은 플라스틱 오염을 종식하기... "
"환경부, 오늘 주한 외교공관 기후·환경 간담회",https://n.news.naver.com/mnews/article/003/0013210055?sid=102,"간담회에서는 주한 대사들을 대상으로 국내 탄소중립·자원순환·물관리 정책 등을 소개하고, 6월 5일 제주에서 열리는 세계 환경의 날 행사 계획도 공유할 예정이다. 환경부는 이날 간담회를 통해 분절적으로 이뤄졌던... "
"정부, 주한외교공관 환경간담회 정례화…&quot;국가별 안건도 논의&quot;",https://www.etoday.co.kr/news/view/2466014,60여 명에 이르는 주한대사를 대상으로 △한국 탄소중립 정책 △국제개발 협력 현황 및 추진 전략 등을 소개하기도 했다. 환경부 관계자는 &quot;이번 간담회를 국가별 안건도 같이 논의하는 정례 협의체로 발돋움시킬 예정... 
"환경장관, '세계 환경의 날' 동참 외교전…국제 협력 강화 당부",https://n.news.naver.com/mnews/article/421/0008218683?sid=101,"환경부는 간담회에서 한국의 탄소중립 정책과 국제개발 협력 현황 및 추진 전략을 소개하고, 각국 대사들과 협력 방안을 논의했다. 자원순환과 물관리 등 국가별 우선순위에 따라 환경부 실·국장과 산하기관장들이... "
"한동훈캠프 &quot;이재명 탈석탄 공약, 일자리 소멸 이어질 수 있어&quot;",https://n.news.naver.com/mnews/article/018/0005999969?sid=154,한 후보 캠프는 환경부를 기후환경부로 개편해 기후 대응 컨트롤타워 역할을 강화하겠다고 했다.... 김 의원은 “전력망 없는 전기는 무용지물”이라며 “전력망은 탄소중립을 달성하기 위한 핵심 인프라”라고도 했다.... 
"[대선 D-36]한동훈, “기후대응·산업경쟁력 동시에…국가에너지대전환...",https://n.news.naver.com/mnews/article/030/0003307538?sid=100,"한동훈 국민의힘 대선 예비후보가 전력망 확충, 기후환경부 개편, 순환경제 산업 육성, 국제 탄소시장 허브 구축 등 4대 전략을 내세우며 '기후위기 대응 대전환'을 선언했다. 한 후보는 28일 기후·에너지 분야 정책비전 5탄... "
"[전공을 JOB다! ①서울시립대 환경공학부] &quot;환경공학, 융합의 힘으로 진...",https://news.unn.net/news/articleView.html?idxno=578019,"현재 ESG 업무를 맡아 탄소중립 관련 과제를 수행하고 있는데, 환경과 관련된 일이 글로벌하게 확장되고 있음을 실감하고 있다. 탄소세 등 국제적 트렌드를 이해하기 위해서는 국내에만 머무르지 않고, 글로벌 정책과... "
성남시청·분당구청·산성동 청사 ‘온실가스 목표관리제 기술지원 기관...,https://n.news.naver.com/mnews/article/031/0000927887?sid=004,"정책팀장은 “성남시청은 2009년도, 분당구청은 1993년도, 산성동 청사는 2007년도에 각각 준공돼 에너지 효율을 높이기 위한 진단이 필요하다”면서 “공단 측 컨설팅으로 온실가스 배출량을 0으로 만드는 탄소중립 실천에... "
"스피폭스, 2025 기계설비 전시회 출품… ‘파파야시스템’ 에너지 절감...",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202504241711514610876,"성능인증을, 환경부에서는 녹색인증을 획득했다. 실험을 통해 열골, 결로 현상이 방지되는 것과 유해... 제로 정책에 큰 관심과 지지를 받고 있으며 2050년까지 탄소중립 실현을 위해 세부적인 계획에 따라 지속적으로... "
전국 첫 다회용기 세척센터 운영… ‘일회용품 제로화’ 나선 청주,https://n.news.naver.com/mnews/article/081/0003536953?sid=102,"청주시가 환경부, 스타벅스와 손잡고 친환경 소비 운동에 나선 것이다. 이번 협약으로 다음달부터 청주지역... 캠페인, 탄소중립 실천 프로그램을 확대한다. 지난달 선보인 자원순환 애플리케이션(앱) ‘새로고침’을... "
"“새정부 3대 과제, 기후 거버넌스 개편·산업 탈탄소·재생에너지 확대...",https://n.news.naver.com/mnews/article/028/0002743041?sid=101,"있지만, 환경부-산업부 간 갈등, 탄소중립녹색성장위원회(탄녹위)의 조정권한 부족 등으로 제대로 작동하지 않는다”고 지적했다. 그는 “모든 부처가 기후정책의 일원이 되도록 정부 시스템을 재설계하고, 산업부에... "
[정책탐구생활] 미래세대가 전한 기후변화 대책에 대한 ‘쓴소리‘,https://www.viva100.com/article/20250426500057,청소년을 대상으로는 ‘탄소중립 놀이공원 방안’에 대한 공모전(21일~30일)을 열려 청소년들의 생각과 시각을  확인할 수 있었다. 기후변화 정책마련 과정에서 미래세대의 목소리 반영도 이어지고 있다. 환경부는 올해... 
